id	color	no	cname	ename	jname	kana	kname	s_cname	s_ename	area	p_id	p_dis	n_id	n_dis												
seoul-423		423	東大門歷史文化公園	Dongdaemun History & Culture Park	東大門歴史文化公園	どんだいむんよくさむなごんをん	동대문역사문화공원			서울特別市 中區	seoul-422	0.70	seoul-424	1.30												
seoul-424		424	忠武路	Chungmuro	忠武路	ちゅんむろ	충무로			서울特別市 中區	seoul-423	1.30	seoul-425	0.70												
seoul-425		425	明洞	Myeong-dong	明洞	みょんどん	명동	정화예술대	Jeonghwa Arts Univ.	서울特別市 中區	seoul-424	0.70	seoul-426	0.70												
seoul-426		426	會賢	Hoehyeon	会賢	ふぇひょん	회현	남대문시장	Namdaemun Market	서울特別市 中區	seoul-425	0.70	seoul-427	0.90												
seoul-427		427	首爾站	Seoul Station	ソウル駅	そうるえき	서울역			서울特別市 中區	seoul-426	0.90	seoul-428	1.00												
seoul-428		428	淑明女大入口	Sookmyung Women's Univ.	淑大入口	すんでいぷく	숙대입구	갈월	Galwol	서울特別市 龍山區	seoul-427	1.00	seoul-429	1.20												
seoul-429		429	三角地	Samgakji	三角地	さむがくち	삼각지			서울特別市 龍山區	seoul-428	1.20	seoul-430	0.70												
seoul-430		430	新龍山	Sinyongsan	新龍山	しにょんさん	신용산			서울特別市 龍山區	seoul-429	0.70	seoul-431	1.30												
seoul-431		431	二村	Ichon	二村	いちょん	이촌	국립중앙박물관	Nat'l Museum of Korea	서울特別市 龍山區	seoul-430	1.30	seoul-432	1.70												
seoul-432		432	銅雀	Dongjak	銅雀	どんじゃく	동작	국립현충원	Seoul Nat'l Cemetery	서울特別市 銅雀區	seoul-431	1.70	seoul-433	1.80												
seoul-433		433	総神大入口(梨水)	Chongshin Univ.(Isu)	総神大入口	ちょんしんでいぷく	총신대입구			서울特別市 銅雀區	seoul-432	1.80	seoul-434	1.10												
seoul-434		434	舍堂	Sadang	舎堂	さだん	사당			서울特別市 銅雀區	seoul-433	1.10	seoul-435	1.60												
seoul-435		435	南泰嶺	Namtaeryeong	南泰嶺	なむてりょん	남태령			서울特別市 瑞草區	seoul-434	1.60														
																										
sys			韓國鐵道公社	Korean Railway	韓国鉄道公社																					
route	#003DA5		京釜高速線	Gyeongbu Railway	京釜高速線																					
ktx-G01			幸信	Haengsin	幸信	へんしん	행신			京畿道 高陽市			ktx-G02	14.90												
ktx-G02			首爾	Seoul	ソウル	そうる	서울			서울特別市 中區	ktx-G01	14.90	ktx-G03	3.20												
ktx-G03			龍山	Yongsan	龍山	よんさん	용산			서울特別市 龍山區	ktx-G02	3.20	ktx-G04	18.80												
ktx-G04			光明	Gwangmyeong	光明	くぁんみょん	광명			京畿道 光明市	ktx-G03	18.80	ktx-G05	74.00												
ktx-G05			天安牙山	Cheonan-Asan	天安牙山	てなんあさん	천안아산	온양온천	Onyangoncheon	忠淸南道 牙山市	ktx-G04	74.00	ktx-G06	28.60												
ktx-G06			五松	Osong	五松	おそん	오송			忠淸北道 淸州市	ktx-G05	28.60	ktx-G07	35.10												
ktx-G07			大田	Daejeon	大田	てじょん	대전			大田廣域市 東區	ktx-G06	35.10	ktx-G08	73.80												
ktx-G08			金泉龜尾	Gimcheon(Gumi)	金泉亀尾	きむちょんぐみ	김천(구미)			慶尙北道 金泉市	ktx-G07	73.80	ktx-G09	52.50												
ktx-G09			西大邱	Seodaeju	西大邱	そてぐ	서대구			大邱廣域市 西區	ktx-G08	52.50	ktx-G10	7.40												
ktx-G10			東大邱	Dongdaegu	東大邱	とんてぐ	동대구			大邱廣域市 東區	ktx-G09	7.40	ktx-G11	29.00												
ktx-G11			慶州	Gyeongju	慶州	きょんじゅ	경주			慶尙北道 慶州市	ktx-G10	29.00	ktx-G12	30.00												
ktx-G12			蔚山	Ulsan	蔚山	うるさん	울산	통도사	Tongdosa	蔚山廣域市 蔚州郡	ktx-G11	30.00	ktx-G13	51.70												
ktx-G13			釜山	Busan	釜山	ぷさん	부산			釜山廣域市 東區	ktx-G12	51.70														
route	#003DA5		湖南高速線	Honam Railway	湖南高速線																					
ktx-H01			龍山	Yongsan	龍山	よんさん	용산			서울特別市 龍山區			ktx-H02	138.40												
ktx-H02			公州	Gongju	公州	くんじゅ	공주			忠淸南道 公州市	ktx-H01	138.40	ktx-H03	43.80												
ktx-H03			益山	Iksan	益山	いくさん	익산			全羅北道 益山市	ktx-H02	43.80	ktx-H04	42.10												
ktx-H04			井邑	Jeongeup	井邑	ちょんうぷ	정읍			全羅北道 井邑市	ktx-H03	42.10	ktx-H05	70.50												
ktx-H05			光州松汀	GwangjuSongjeong	光州松汀	くぁんじゅそんじょん	광주송정			光州廣域市 光山區	ktx-H04	70.50	ktx-H06	15.80												
ktx-H06			羅州	Naju	羅州	なじゅ	나주			全羅南道 羅州市	ktx-H05	15.80	ktx-H07	51.00												
ktx-H07			木浦	Mokpo	木浦	もくぽ	목포			全羅南道 木浦市	ktx-H06	51.00														
route	#003DA5		慶全高速線	Gyeongjeon Line	慶全高速線																					
ktx-S01			密陽	Miryang	密陽	みりゃん	밀양			慶尙南道 密陽市	ktx-G10	55.20	ktx-S02	15.00												
ktx-S02			進永	Jinyeong	進永	ちにょん	진영			慶尙南道 金海市	ktx-S01	15.00	ktx-S03	11.00												
ktx-S03			昌原中央	Changwonjungang	昌原中央	ちゃんをんちゅんあん	창원중앙			慶尙南道 昌原市	ktx-S02	11.00	ktx-S04	10.00												
ktx-S04			昌原	Changwon	昌原	ちゃんをん	창원			慶尙南道 昌原市	ktx-S03	10.00	ktx-S05	4.00												
ktx-S05			馬山	Masan	馬山	まさん	마산			慶尙南道 昌原市	ktx-S04	4.00	ktx-S06	14.00												
ktx-S06			晋州	Jinju	晋州	ちんじゅ	진주			慶尙南道 晋州市	ktx-S05	14.00														
route	#003DA5		全羅高速線	Jeolla Line	全羅高速線																					
ktx-J01			全州	Jeonju	全州	ちょんじゅ	전주			全羅北道 全州市	ktx-H03	25.50	ktx-J02	48.00												
ktx-J02			南原	Namwon	南原	なむをん	남원			全羅北道 南原市	ktx-J01	48.00	ktx-J03	25.00												
ktx-J03			谷城	Gokseong	谷城	こくそん	곡성			全羅南道 谷城郡	ktx-J02	25.00	ktx-J04	18.00												
ktx-J04			求禮口	Guryegu	求礼口	くれぐ	구례구			全羅南道 順天市	ktx-J03	18.00	ktx-J05	18.00												
ktx-J05			順天	Suncheon	順天	すんちょん	순천			全羅南道 順天市	ktx-J04	18.00	ktx-J06	13.00												
ktx-J06			麗川	Yeocheon	麗川	よちょん	여천			全羅南道 麗水市	ktx-J05	13.00	ktx-J07	9.00												
ktx-J07			麗水EXPO	Yeosu-EXPO	麗水EXPO	よすえきすぽ	여수EXPO			全羅南道 麗水市	ktx-J06	9.00														
route	#003DA5		江陵高速線	Gangneung Line	江陵高速線																					
ktx-K01			淸涼里	Cheongnyangni	清涼里	ちょんりゃんり	청량리			서울特別市 東大門區			ktx-K02	23.00												
ktx-K02			楊平	Yangpyeong	楊平	やんぴょん	양평			京畿道 楊平郡	ktx-K01	23.00	ktx-K03	43.00												
ktx-K03			萬鐘	Manjong	万鐘	まんじょん	만종			江原特別自治道 原州市	ktx-K02	43.00	ktx-K04	12.00												
ktx-K04			橫城	Hoengseong	横城	ふぇんそん	횡성			江原特別自治道 橫城郡	ktx-K03	12.00	ktx-K05	10.00												
ktx-K05			屯內	Dunnae	屯内	とぅんね	둔내			江原特別自治道 橫城郡	ktx-K04	10.00	ktx-K06	20.00												
ktx-K06			平昌	Pyeongchang	平昌	ぴょんちゃん	평창			江原特別自治道 平昌郡	ktx-K05	20.00	ktx-K07	14.00												
ktx-K07			珍富	Jinbu	珍富	ちんぶ	진부	오대산	Odaesan	江原特別自治道 平昌郡	ktx-K06	14.00	ktx-K08	16.00												
ktx-K08			江陵	Gangneung	江陵	かんぬん	강릉			江原特別自治道 江陵市	ktx-K07	16.00														
route	#003DA5		中央高速線	Jungang Line	中央高速線																					
ktx-C01			原州	Wonju	原州	うぉんじゅ	원주			江原特別自治道 原州市	ktx-K01	85.00	ktx-C02	18.00												
ktx-C02			鳳陽	Pongyang	鳳陽	ぽにゃん	봉양			忠淸北道 堤川市	ktx-C01	18.00	ktx-C03	7.00												
ktx-C03			堤川	Jecheon	堤川	ちぇちょん	제천			忠淸北道 堤川市	ktx-C02	7.00	ktx-C04	25.00												
ktx-C04			丹陽	Danyang	丹陽	たにゃん	단양			忠淸北道 丹陽郡	ktx-C03	25.00	ktx-C05	15.00												
ktx-C05			豐基	Punggi	豊基	ぷんぎ	풍기			慶尙北道 榮州市	ktx-C04	15.00	ktx-C06	12.00												
ktx-C06			榮州	Yeongju	栄州	よんじゅ	영주			慶尙北道 榮州市	ktx-C05	12.00	ktx-C07	22.00												
ktx-C07			安東	Andong	安東	あんどん	안동			慶尙北道 安東市	ktx-C06	22.00														
																										
sys			港鐵	Hong Kong MTR	香港鉄道																					
route	#0071BC		港島綫	"	Island Line"	港島線（アイランド線）																					
mtr-IS01			堅尼地城	Kennedy Town	ケネディタウン	けねでぃたうん	케네디타운			中西區			mtr-IS02	0.80												
mtr-IS02			香港大學	HKU	香港大学	ほんこうだいがく	홍콩대학			中西區	mtr-IS01	0.80	mtr-IS03	0.90												
mtr-IS03			西營盤	Sai Ying Pun	西営盤	さいいんぷん	사이잉푼			中西區	mtr-IS02	0.90	mtr-IS04	0.80												
mtr-IS04			上環	Sheung Wan	上環	じょうわん	셩완			中西區	mtr-IS03	0.80	mtr-IS05	0.80												
mtr-IS05			中環	Central	中環	ちゅうかん	센트럴			中西區	mtr-IS04	0.80	mtr-IS06	0.90												
mtr-IS06			金鐘	Admiralty	金鐘	きんしょう	애드미럴티			中西區	mtr-IS05	0.90	mtr-IS07	0.80												
mtr-IS07			灣仔	Wan Chai	湾仔	わんちゃい	완차이			灣仔區	mtr-IS06	0.80	mtr-IS08	0.70												
mtr-IS08			銅鑼灣	Causeway Bay	コーズウェイベイ	こーずうぇいべい	코즈웨이베이			灣仔區	mtr-IS07	0.70	mtr-IS09	0.60												
mtr-IS09			天后	Tin Hau	天后	てんごう	틴하우			東區	mtr-IS08	0.60	mtr-IS10	0.70												
mtr-IS10			炮台山	Fortress Hill	フォートレスヒル	ふぉーとれすひる	포트리스힐			東區	mtr-IS09	0.70	mtr-IS11	0.70												
mtr-IS11			北角	North Point	ノースポイント	のーすぽいんと	노스포인트			東區	mtr-IS10	0.70	mtr-IS12	0.80												
mtr-IS12			鰂魚涌	Quarry Bay	クォーリーベイ	くぉーりーべい	쿼리베이			東區	mtr-IS11	0.80	mtr-IS13	1.00												
mtr-IS13			太古	Tai Koo	太古	たいこ	타이구			東區	mtr-IS12	1.00	mtr-IS14	0.70												
mtr-IS14			西灣河	Sai Wan Ho	西湾河	さいわんほー	사이완호			東區	mtr-IS13	0.70	mtr-IS15	0.70												
mtr-IS15			筲箕灣	Shau Kei Wan	シャウケイワン	しゃうけいわん	샤우케이완			東區	mtr-IS14	0.70	mtr-IS16	1.30												
mtr-IS16			杏花邨	Heng Fa Chuen	ハンファチュン	はんふぁちゅん	헹화춘			東區	mtr-IS15	1.30	mtr-IS17	1.10												
mtr-IS17			柴灣	Chai Wan	柴湾	さいわん	차이완			東區	mtr-IS16	1.10														
route	#ED1D24		荃灣綫	Tsuen Wan Line	荃湾線（セン湾線）																					
mtr-TW01			荃灣	Tsuen Wan	荃灣	ちゅんわん	췬완			荃灣區			mtr-TW02	0.80												
mtr-TW02			大窩口	Tai Wo Hau	大窩口	だいかこう	타이워하우			葵青區	mtr-TW01	0.80	mtr-TW03	1.10												
mtr-TW03			葵興	Kwai Hing	葵興	ききょう	콰이힝			葵青區	mtr-TW02	1.10	mtr-TW04	0.90												
mtr-TW04			葵芳	Kwai Fong	葵芳	きほう	콰이퐁			葵青區	mtr-TW03	0.90	mtr-TW05	1.10												
mtr-TW05			荔景	Lai King	荔景	らいけい	라이킹			葵青區	mtr-TW04	1.10	mtr-TW06	1.20												
mtr-TW06			美孚	Mei Foo	美孚	びふ	메이푸			深水埗區	mtr-TW05	1.20	mtr-TW07	0.90												
mtr-TW07			荔枝角	Lai Chi Kok	茘枝角	らいしかく	라이치콕			深水埗區	mtr-TW06	0.90	mtr-TW08	0.80												
mtr-TW08			長沙灣	Cheung Sha Wan	長沙湾	ちょうさわん	청사완			深水埗區	mtr-TW07	0.80	mtr-TW09	0.80												
mtr-TW09			深水埗	Sham Shui Po	深水埗	しんすいほ	삼수이포			深水埗區	mtr-TW08	0.80	mtr-TW10	0.90												
mtr-TW10			太子	Prince Edward	プリンスエドワード	ぷりんすえどわーど	프린스에드워드			油尖旺區	mtr-TW09	0.90	mtr-TW11	0.60												
mtr-TW11			旺角	Mong Kok	モンコック	もんこっく	몽콕			油尖旺區	mtr-TW10	0.60	mtr-TW12	0.70												
mtr-TW12			油麻地	Yau Ma Tei	ヤウマティ	やうまてぃ	야우마테이			油尖旺區	mtr-TW11	0.70	mtr-TW13	1.00												
mtr-TW13			佐敦	Jordan	ジョーダン	じょーだん	조던			油尖旺區	mtr-TW12	1.00	mtr-TW14	0.70												
mtr-TW14			尖沙咀	Tsim Sha Tsui	チムサーチョイ	ちむさーちょい	침사추이			油尖旺區	mtr-TW13	0.70	mtr-TW15	1.10												
mtr-TW15			金鐘	Admiralty	金鐘	きんしょう	애드미럴티			中西區	mtr-TW14	1.10	mtr-TW16	0.90												
mtr-TW16			中環	Central	中環	ちゅうかん	센트럴			中西區	mtr-TW15	0.90														
route	#00AB4E		觀塘綫	Kwun Tong Line	観塘線（クントン線）																					
mtr-KT01			黃埔	Whampoa	ウォンポー	うぉんぽー	웡후			九龍城區			mtr-KT02	0.70												
mtr-KT02			何文田	Ho Man Tin	ホーマンティン	ほーまんてぃん	호만틴			九龍城區	mtr-KT01	0.70	mtr-KT03	1.20												
mtr-KT03			油麻地	Yau Ma Tei	ヤウマティ	やうまてぃ	야우마테이			油尖旺區	mtr-KT02	1.20	mtr-KT04	0.70												
mtr-KT04			旺角	Mong Kok	モンコック	もんこっく	몽콕			油尖旺區	mtr-KT03	0.70	mtr-KT05	0.60												
mtr-KT05			太子	Prince Edward	プリンスエドワード	ぷりんすえどわーど	프린스에드워드			油尖旺區	mtr-KT04	0.60	mtr-KT06	1.10												
mtr-KT06			石硤尾	Shek Kip Mei	セップキップメイ	せっぷきっぷめい	섹킵메이			深水埗區	mtr-KT05	1.10	mtr-KT07	1.10												
mtr-KT07			九龍塘	Kowloon Tong	九龍塘	きゅうりゅうとう	구룡통			九龍城區	mtr-KT06	1.10	mtr-KT08	1.20												
mtr-KT08			樂富	Lok Fu	ラクフ	らくふ	록푸			黃大仙區	mtr-KT07	1.20	mtr-KT09	0.80												
mtr-KT09			黃大仙	Wong Tai Sin	ウォンタイシン	うぉんたいしん	웡타이신			黃大仙區	mtr-KT08	0.80	mtr-KT10	0.80												
mtr-KT10			鑽石山	Diamond Hill	ダイヤモンドヒル	だいやもんどひる	다이아몬드힐			黃大仙區	mtr-KT09	0.80	mtr-KT11	1.10												
mtr-KT11			彩虹	Choi Hung	チョイフン	ちょいふん	초이훙			黃大仙區	mtr-KT10	1.10	mtr-KT12	1.40												
mtr-KT12			九龍灣	Kowloon Bay	九龍湾	きゅうりゅうわん	구룡베이			觀塘區	mtr-KT11	1.40	mtr-KT13	0.90												
mtr-KT13			牛頭角	Ngau Tau Kok	ガウトウカク	がうとうかく	응아우타우콕			觀塘區	mtr-KT12	0.90	mtr-KT14	0.70												
mtr-KT14			觀塘	Kwun Tong	觀塘	くんとん	관통			觀塘區	mtr-KT13	0.70	mtr-KT15	1.40												
mtr-KT15			藍田	Lam Tin	藍田	らんでん	람틴			觀塘區	mtr-KT14	1.40	mtr-KT16	1.20												
mtr-KT16			油塘	Yau Tong	ヤウトン	やうとん	야우통			觀塘區	mtr-KT15	1.20	mtr-KT17	2.00												
mtr-KT17			調景嶺	Tiu Keng Leng	ティウケンレン	てぃうけんれん	티우켕렝			西貢區	mtr-KT16	2.00														
route	#53B7E8		東鐵綫	East Rail Line	東鉄線（イーストレール線）																					
hk-EA01			金鐘	Admiralty	金鐘	きんしょう	애드미럴티			中西區			hk-EA02	2.10												
hk-EA02			會展	Exhibition Centre	会展	かいてん	엑시비션 센터			灣仔區	hk-EA01	2.10	hk-EA03	1.90												
hk-EA03			紅磡	Hung Hom	ホンハム	ほんはむ	헝함			油尖旺區	hk-EA02	1.90	hk-EA04	1.30												
hk-EA04			旺角東	Mong Kok East	モンコック東	もんこっくひがし	몽콕이스트			油尖旺區	hk-EA03	1.30	hk-EA05	2.40												
hk-EA05			九龍塘	Kowloon Tong	九龍塘	きゅうりゅうとう	구룡통			九龍城區	hk-EA04	2.40	hk-EA06	1.80												
hk-EA06			大圍	Tai Wai	大囲	たいい	타이와이			沙田區	hk-EA05	1.80	hk-EA07	1.10												
hk-EA07			沙田	Sha Tin	沙田	さでん	사틴			沙田區	hk-EA06	1.10	hk-EA08	2.80												
hk-EA08			火炭	Fo Tan	火炭	かたん	포탄			沙田區	hk-EA07	2.80	hk-EA09	2.10												
hk-EA09			大學	University	大学	だいがく	대학			沙田區	hk-EA08	2.10	hk-EA10	4.50												
hk-EA10			大埔墟	Tai Po Market	大埔墟	たいぽきょ	타이포마켓			大埔區	hk-EA09	4.50	hk-EA11	1.50												
hk-EA11			太和	Tai Wo	太和	たいわ	타이워			大埔區	hk-EA10	1.50	hk-EA12	4.80												
hk-EA12			粉嶺	Fanling	粉嶺	ふんれい	판링			北區	hk-EA11	4.80	hk-EA13	1.60												
hk-EA13			上水	Sheung Shui	上水	じょうすい	셩수이			北區	hk-EA12	1.60	hk-EA14	3.20												
